Fon,French,polarity
din ɔ́ un xwè yɛhwe xa gbé - bo xa ɖè nú mì,je m'en vais prier maintenant - eh bien prie un peu pour moi,1
e ɖo kɛɖɛ,ça va un peu,0
e hwè,c'est peu,0
e kpò kpɛɖé,il reste un peu,0
ɛɛn un blo kpɛɖe,oui j'ai fait un peu,1
etɛ wutu a ɖo sin kpɛɖe nu wɛ,pourquoi bois-tu un peu d'eau,0
hwlɛ̀n dó kpɛɖé,dépêche-toi un peu,0
kpo na nu sin kpɛɖe,et je vais boire un peu d'eau,1
mɛ kpɛɖe yi gbe nu sɛn enɛ ɔ,peu de gens approuvent cette loi,0
un ɖò kɛ́n ɖokpó,je me porte à peu près bien,0
wanyiyi kpɛɖe si hun wa nyanya a,un peu d'amour ne peut faire de mal,1
togun tɔn,son peuple,0
a ná lɛ́ kpó ɖò xɛsi ɖì nú kú wɛ́ à,dois-tu encore avoir peur de la mort,0
ado hu mì,j'ai eu peur,-1
ani ka ɖò xɛsi dó nú wé wɛ̀,de quoi as-tu peur,0
cuku lɛ ɖo xɛsi ɖo nu koklo lɛ wɛ,les chiens font peur aux poules,0
e ɖi xɛsi dó wŭ cè,il a eu peur de moi,-1
é ɖo xɛsi dó nú mí wɛ̀,il me fait peur,-1
e nɔ́ ɖi xɛsi nú mì,il a peur de moi,-1
enyí xɛsi ɖì wè ɔ ayi towe bì gbà dó,si tu as peur tu es tout troublé tu perds la tête,-1
nɔ w'azɔ tɛgbɛ akwɛ taa han asi tɔn,travaille toujours de peur que l'argent ne manque à sa femme,0
ta ce cí té hiì,j'ai eu très peur,-1
un ɖì kú xɛsì,j'ai peur de la mort,0
un ɖo xɛsi ɖi wɛ,j'ai peur,-1
un nɔ ɖi xɛsi kpɛɖe n'ɛ,j'ai un peu peur de lui,-1
un ze wɛmaɖiɖe ɖokpo n'ɛ ɖo xɛsi ɖiɖi mɛ ɖɔ e ta bu,je lui ai donné une carte de peur qu'elle ne se perde,1
vi kpɛvi ɔ ɖo xɛsi ɖi nu cuku ɔ wɛ,le petit garçon a peur du chien,0
xɛsi di mì,j'ai eu peur,-1
xɛsi jɛ̀ jĭ ce,j'ai eu peur,-1
sunnu xɛsino,homme peureux,-1
e sixu nyi mɔ,peut-être,0
myɔ̀ mɔ̆to towe tɔn nɔ ɖì ɖɛ̆ ganjí,les phares de ta voiture éclairent bien,1
nu e byɔ un na blo photocopie tɔn ɖokpo,si nécessaire je peux faire une photocopie,0
é jɛ gbotò,il a le pian,-1
afɔ ce ɖɔ̀,je me suis fait une entorse au pied,-1
afɔ tɔn,son pied,0
đagbe jɛ́n ná nyí,pars d'un bon pied,1
é yi jɛ̀ lokó é ɖò hɔ̀n yètɔ́n tó ɔ́ sá,il est allé tomber au pied du roko qui est devant la maison,0
sɔ́ afɔ ɖagbe,pars d'un bon pied,1
un jɛ kpò d'àkɔ́n tówé mɛ̀,me voici à genoux à tes pieds,0
yɛ̀ dó gan afɔ cè,j'ai une crampe au pied,-1
fɛ́ca ɔ wlí làn,le piège a pris un animal,1
mɔ tɔn fɛ́,son piège est déclenché,0
un ɖo hwan ɖokpo nyi wɛ,je lance une pierre,0
nya nɛ́ ɔ́ ayi tɔn ɖò wɛ̀n b'ɛ́ kɔ́n nɔ́ sí măwŭ,cet homme était juste et pieux,1
abigbi nɔ só lì,agbigbi pile le mil,0
e só agù ɔ́ e nɔ mlí,quand on pile la pâte d'igname on fait des boules,0
ajotɔ́ lɛ́ vɔ̀ xwé cè,les voleurs ont pillé ma maison,-1
e mya ɖi takin ɖɔhun,il est rouge comme un piment,-1
takín vɛ́ mì,le piment m'est interdit,0
é ɖò yaɖayaɖà,c'est très pimenté,-1
hwɛ sin sa nu ɔ nu mi,passe-moi le pinceau,0
daagbo ɖo azɔkwɛ nu wɛ,grand-père fume sa pipe,1
vi kpɛvi ɔ ɖɔ aɖɔ ɖo avɔ tɔn mɛ,bébé a fait pipi dans ses langes,0
a sɔ́ nyɛví mì,tu m'as piqué avec l'aiguille,-1
dan sɔ́ nú mì,un serpent m'a piqué,-1
e sɔ́ jìví é sɔ́ hwĭ é sɔ́ nu,il l'a piqué avec le couteau avec l'épée avec le dard,-1
gbɔ̆nvɛ mɛ mì,une guêpe m'a piqué,-1
nùdé sɔ́ nu i,quelque chose l'a piqué,-1
nyɛví sɔ́ mì,je me suis piqué avec l'aiguille,-1
wìín mɛ́ mì,une abeille m'a piqué,-1
slɔ́ atín nɛ́ ɔ́ ɖó tè,plante ce piquet bien droit,1
é dó nŭ nyanya bablí sìn,il a fait le pire des maux,-1
e nylá hú xóxó ɔ́,c'est pire qu'avant,-1
tɔjihún ɔ́ flí,la pirogue s'est retournée,-1
acɔnkwín,tant pis pour toi,0
e kán mì ă,tant pis,0
e ná tò ɖĕ hŭn é tò,je m'en fous,0
fí è jɔmɛhún nɔ́ j'ayì ɖé ɖò kútɔ́nú ɔ́ gbló bó ɖò faɖaɖà,la piste de l'aéroport de cotonou est très vaste,1
e blá wù ɖésú,cela fait beaucoup pitié,-1
gbɔ se à,aie pitié,0
ké é blá wŭ mɛ̀,ah ça fait pitié,-1
kú nù blá wŭ cè,aie pitié de moi,-1
nù ce blá wù n'í,il a pitié de moi,-1
nù tɔ́n blá wù nú mì,il me fait pitié,-1
nùbláwŭ wɛ̀ a kú nú mì bó sɔ́ hwɛ ce lɛ́ kɛ mì,c'est parce que tu as eu pitié de moi que tu m'as pardonné mes péchés,1
agoò,place,0
é cí tɛndo ɖokpó ɔ́ mɛ̀ tɛn ma sɛ,il est resté sur place sans bouger,0
mi yì tɛn mitɔn mɛ̀,allez à vos places,0
sɔ́ ɛ́ ɖó tɔn mɛ̀,mets-le à sa place,0
tɛ̀n ján,il n'y a pas de place,-1
un ba na nɔ tɛn tɔn mɛ a,je n'aimerais pas être à sa place,-1
yi nɔ̀ do tɔn mɛ̀,va te mettre à sa place,0
ye kan byɔ mi mi na yi xuta,ils nous ont demandé si nous irons à la plage,0
tɛn mɛ aximɛ tɔn,place du marché,0
ye jɛ xuto,ils atteignirent la plage,1
blá akpa tɔn n'í,bande-lui sa plaie,1
e nɔ da hun bɔ gbe tɔn nɔ vɛ se ă,quand on a invité un orchestre de tam-tam on ne se plaint pas du bruit,1
nù tówé nɔ́ blá wù nú mì,je te plains,-1
vĭ mɛxó ɔ́ jɛ̀ gbɛví hán dó tɔ́ tɔ́n jí,l'aîné commença à se plaindre à son père,-1
e jló măwù ɔ́,s'il plaît à dieu,1
e nyɔ́ judítí núkúnmɛ̀,cela plaît à judith,1
e nyɔ́ nukún cé mɛ̀ ă,ça ne me plaît pas,1
kɛnklɛ́ɛn bo ná mí nùɖé,s'il te plaît donne-moi quelque chose,1
măwù lɔ́ vɛ́ kó jló bó nú nyɛ ma kú ɖo tɛn towe mɛ̀,plût à dieu que je fusse mort à ta place,0
nŭ bì nɔ́ nyɔ́ nukún tɔ́n mɛ̀,tout lui plaît,0
vɛ̆ ko,plaise au ciel que,1
a ɖ'ayihún dá wɛ̀,tu plaisantes,1
ayihun da a ɖe,tu plaisantes,1
e ɖɔ̀ xó élɔ́ bó ná d'ayihun ná,il a dit cela pour plaisanter,1
nŭ un ɖɔ̀ bó dó ɖù dafɛ́ ná ɔ́ é sɔ́ dó mɔ̀ nŭjɔ̀nŭ,ce que je disais pour plaisanter il l'a pris au sérieux,-1
e nyɔ kpikpɔn,ca fait plaisir de le regarder,1
un gbɛ́ nyɔ̀ nú nɔ cè,j'ai refusé de faire plaisir à ma mère,-1
un ɖè wè dó xwé ɔ́ wú,j'ai conçu le plan de la maison,1
xwlɛkpatɔ ɔ ɖo xwlɛ lɛ kpa wɛ,le menuisier rabote les planches,0
asie fi ɖe gbɛtɔ sukpo din wɛ ɖo ta ji 70 vi lɛ tɔn wɛ nɔ w'azɔ vɛ hu,l'asie région la plus peuplée de la planète est en chiffre absolu en tête avec 70 d'enfants travailleurs,0
kafɛ́ kán cé sùkpɔ́ dín,j'ai une grande plantation de café,1
koklosu dɛn kpajɛ,petite plante dont la fleur ressemble à la crête d'un coq,1
é nyi zùn bó ná dó dó teví,il a fait des buttes pour planter l'igname,0
maglelɛtɔ ɔ ɖo rosiers do wɛ,le jardinier plante des rosiers,1
un na dó atín ɖó gle ce mɛ̀,je vais planter un arbre dans mon champ,1
gannu alanɔ ɖokpo ɖie,voici une assiette en plastique,0
ayikúngban ɔ́ jɛ wɛ̀n,le pays est plat,0
nɛ a nɔ blo nuɖuɖu ɖagbe gbɔn,comment fais-tu de si bons plats,1
un yi wan nu sin yaya a,je n'aime pas l'eau plate,-1
kɔmɛtɔ ɔ ɖo akalo mɛ wɛ,le maçon fait du plâtre,0
a ɖò wuwɔ ɖu wɛ à,mords-tu la vie à pleines dents,1
ali ɔ gɔ kpodo ama kuku kpo,l'allée est pleine de feuilles mortes,-1
e gɔ,c'est plein,0
gbɛ̀ ɖò wŭ tɔ̀n,il est plein de vie,1
kézé ɖéɖé w'ɛ́ wá sɔ̀,c'est hier en plein jour qu'il est venu,0
un ɖò kéwúnkéwún,je suis en pleine forme,1
xɛvi kpɛvi ɔ e vivi n'i kaka bo e du nuɖuɖu tɔn bi,le moineau plein de joie mangea tout son saoul,0
ye mɔ nu keze ceɖeceɖe ɖɔhun,ils virent alors comme en plein jour,0
e gbɛ avi nu vi ɔ,il a interdit à l'enfant de pleurer,0
e vɛ́ n'í b'ɛ́ yà'vĭ,cela lui a fit de la peine et il a pleuré,-1
e vɛ́ n'í b'ɛ́ yà'vĭ,cela lui fit mal et elle pleura,-1
é zɔ́n aví mì,cela m'a fait pleurer,-1
mɛ bĭ ɖò avi ya n'í wɛ̀,tous pleuraient sur lui,-1
nukún ce ja ɖasin téwún,mon oeil a commencé à pleurer goutte à goutte,-1
yè ná y'àvĭ b'ɛ́ ná vɛ́ yí sɛ́ mɛ̀,ils pleureront et cela ira intensément jusqu'au sè,-1
jì bɛ́,il commence à pleuvoir,0
jĭ ɖò jija wɛ̀,il pleut,1
ji ɖo jija wɛ a abi,il ne pleut pas n'est-ce pas,0
jĭ ɖò nù sɔ́ wɛ̀,il va pleuvoir,0
jì jló ná jà,il va pleuvoir,0
ji na ja,il va pleuvoir,0
jì wɔ́,il commence à pleuvoir,1
jì wlí,il commence à pleuvoir,1
un yi aximɛ̀ ă ɖó jĭ jà,je ne suis pas allé au marché car il a plu,-1
e na to avɔ nyinya lili lɛ ɖo avɔgba ɔ mɛ,le linge lavé repassé bien plié sera rangé dans l'armoire,1
e nyɛ́ awɔntín dó mì,il a plissé le nez contre moi,-1
é lun kpò dó tɔ ɔ́ mɛ̀,il a plongé un bâton dans le lac,0
un nylɔ ye ɖo sin ɖe hun agban ɔ mɛ nu nukun hwihwe afɔtɔn,je les avais plongées pendant quinze secondes dans l'eau bouillante,0
mi wá gɔ̆n cè mi mɛ e nù gbɛ́ dó bɔ̀ agban xwè kɔ d'ákún ná lɛ́ bĭ bó nú má ná gbɔjɛ́ mi,venez à moi vous tous qui peinez et ployez sous le fardeau et je vous soulagerai,1
jì gbó mì,la pluie m'a surpris,-1
jì wɛ́ zɔ́n bɔ̀ un gbɔ hwenu,la pluie m'a retardé,-1
un ɖo wezunkan wɛ ɖo ji mɛ,je cours sous la pluie,-1
étɛ́ mi ka wa nú kokló ɔ́ b'ɛ́ gbà fún kɔn nyi fí,qu'avez-vous fait à ce poulet pour qu'il répande ses plumes ici,-1
e mɔ́ koklóo,il a plumé le poulet,0
a bí hú wɔ̀,tu es plus malin qu'une mangouste,1
a ɖo na da hu mɔ,tu dois peser plus que cela,0
a hú mɛxó mì,tu es plus avancé en âge que moi,0
a na jɛ ahan fifa d'eji a,voudrais-tu acheter de la boisson fraîche en plus,0
a nyí mɛxó nú mì,tu es plus âgé que moi,0
a sɔ́ tuwun mi à - un sɔ́ tuwun wà à,me reconnais-tu – je ne te reconnais plus,0
a sù ɖaxó hú mì,tu as grandi plus que moi,1
a to ma sɔ́ ná bló mɔ̆ gbeɖé à ɔ́ a na tuwùn,tu vas comprendre que tu ne dois plus agir de la sorte,0
a wa ɖaxo hu nyɔnu lɛ bi,tu es la plus grande de toutes les femmes,1
akwɛ́ tówé hú cè,tu as plus d'argent que moi,0
ayikún tówé mɛ sìn,ton haricot n'a plus d'eau,-1
azɔwaxɔ elɔ klo hu azɔwaxɔ ce,cet atelier est plus grand que mon atelier,0
bo klo hu we azɔn we,et deux fois plus grosse que toi,0
ɖaxo bi,plus grand,1
é ɖi xɛsi hú lă,il est plus peureux qu'un kob,-1
e glá ná kɛ nu ă,il n'ose plus parler,-1
e lín dín ɔ́ un na lɛ́ wá gàn tɛ́nwe mɛ̀,je reviendrai au plus tard à sept heures,0
é nyí matíntɔ́,il n'est plus,-1
e s'ávɔ hú cè,il est plus grand que le mien,1
e sɔ́ nɔ́ mɔ́ wè ă,on ne te voit plus,0
ɛɛn amɔ e klo hu mi,oui mais il est bien plus gros que moi,-1
eye wɛ nyi mɛxo bi ɔ,elle est la plus âgée,0
klo hu,est plus gros que,0
w'azɔ hu,a travaillé plus que,1
kutɔnu sɔ nyi kutɔnu ă,cotonou n'est plus cotonou,0
ma sɔ́ bló ɖè ó,ne fais plus ainsi,0
mawu na ba d'eji nu we,dieu t'en donnera plus,1
mɛ elɔ nyɔ ɖɛkpɛ hu mɛ enɛ,celui-ci est plus beau que celui-là,0
nă mì d'é jí,donne m'en en plus,0
nu tɔ́n bú dó mì,je ne sais plus où j'en suis,-1
nùɖé sɔ́ jló mì ă,je ne veux plus rien,-1
nyɛ ɖesu nyi alo wli to a,je ne le suis pas non plus,0
un gɔ́ xò,je n'ai plus faim,1
un sɔ na ɖɔ xo ɖe xa we a,je ne te parle plus,-1
un sɔ́ tuwun wè à,je ne te reconnais plus,0
un wɔ̀n nyì tówè,je ne me rappelle plus ton nom,0
vi kpɛvi bi ɔ ɖɔ,la plus jeune dit,0
awii gege,plusieurs chats,0
azɔ̀n gègé,plusieurs fois,0
đo azɔmɛ ɔ tabilo gege ɖe mɛ,dans la classe il y a plusieurs tableaux,1
nyi mɔ xixa gege yi,j'ai reçu plusieurs lettres,0
a gbɔ bo bló mɔ̀ ɔ́ é nyɔ́ hú,tu feras plutôt ainsi,0
e gbɔ bo ji yà bo nɔ gbɛ ɔ́ é nyɔ́ hú e kú,plutôt souffrir que mourir,1
wanyiyi nuxixa wɛ,l'amour est un poème,1
e dà nabí,quel poids fait-il,0
nɔví ce jó azɔ̆ bĭ nyì kɔ̀ jí nú nyɛ ɖokpónɔ́ ɔ́,ma soeur laisse tout le poids du travail à moi toute seule,-1
é wún gali dó nu mɛ wɔgɔɔ̀ bɔ̀ ɖuɖu gló,il a pris une grosse poignée de gari dans la bouche et n'a pu la manger,-1
é wú fún b'ɛ́ ɖò kliyaà,ses poils ont poussé et il est très velu,0
vì lɛ́ ɖò kanbɔ̆yi nyi wɛ̀,les enfants se battent à coups de poings,-1
e ɖo nǔ ná ɖu wɛ,il est sur le point de manger,1
e jló ná kú,il est sur le point de mourir,-1
làn élɔ́ dɛ̀ ă é bí ganjì,cette viande n'est pas dure elle est cuite à point,1
nɛ̆ a lin gbɔn d'é wú,quel est ton point de vue,0
un ɖò nà yí wɛ̀,je suis sur le point de partir,0
yĕ ɖò ali na bló ɖó wɛ̀,ils sont sur le point de réparer le chemin,1
é ɖò genu,il est sur la pointe des pieds,0
hunjɛn nuxwiɖixwiɖi,un clou pointu,0
ayikúnɖɔ́ nɔ́ yì nu ă nǔgbòvɛ̌mɛ wɛ̀,on ne mange pas la racine de haricot c'est poison,-1
é sɔ́ atín ɖò sìn mɛ̀ n'í,il lui avait mis du poison dans son eau,-1
lisɛ́ ɖó aɖĭ,le lissé contient du poison,-1
hwevi mu wɛ,c'est du poisson frais,1
nyɔnu ɖo hwevi ɖu wɛ,la femme mange du poisson,1
é nɔ́ sí mɛ ganjí,il est très poli,1
nyaví élɔ́ nɔ́ sí mɛ,cet enfant est poli,1
un jɛ̀ tagba dó wuvɔ́,je me suis donné de la peine pour rien,-1
choux enɛ ɔ lɛ klo bo ɖiɖi wu,ces choux sont gros et pommés,1
hĕnji e ɖò gbà cé wú ɔ́ wá yì,la pommelle de ma malle est partie,1
koklo ɔ ɖo azin ɖo wɛ,la poule pond des oeufs,1
un tuun koklosi mitɔn wiwi ɔ wɛ ɖo,je le sais maman notre poule noire l'a pondu,0
é hún go ɔ́ b'ɛ́ ɖɔ̀ fowùn,il a ouvert la bouteille et elle a fait pop,0
e ɖè hanví ɖokpó,il a acheté un porcelet pour l'élever,1
tɔjihun ko sin tɔjihunglitɛn ɔ,le bateau quitte le port,0
ma wɔn hɔn ɔ susu ɔ,n'oublie pas de fermer le portail,1
xwegbehɔn,le portail de la maison,0
lanmɛ ce yá ă,mon corps n'est pas rapide,-1
mí ɖo ganji,nous sommes bien portants,1
vì tɔ́n ɖò jógúnjógún,son enfant est bien portant,1
e ɖò hɔn nukɔ̀n,il est devant la porte,0
un te nɔ je hwenu ɖe hɔn lɛ ɖo susu ɔ,que se passe-t-il lorsque les portes sont fermées,0
é ɖò gbatɛ sɔ́ wɛ̀,il fait le portefaix,0
e nɔ́ sɔ́ gbatɛ̀,il fait le portefaix,0
a ɖo dagbe a,tu te portes bien,1
a na hɛn xasun ɔ,tu portes le panier,0
asi we ɖo ɖagbe à,ta femme se porte-t-elle bien,0
daágbó dó cokoto woyawoya ɖé,grand papa a porté une culotte très ample,0
é ɖo ɖagbe a - é ɖe,est-ce qu'il se porte bien - oui,1
e na kpla we yi sɛxwe,il te portera au ciel,1
ɛɛn asi ce lɛ ɖo ganji,oui mes femmes se portent bien,1
măwù ní hɛ̀n mì káká jɛ sɔ̀,que dieu nous porte jusqu'à demain,1
nɔ towe ɖò xwé gbé à - é ɖè - é ɖò ɖagbe à - é ɖè,ta mère est-elle à la maison - elle y est - se porte-t-elle bien - oui,1
nyɛ ɖesu un ɖo ɖagbe,moi aussi je me porte bien,1
un ɖo ɖagbe,je me porte bien,1
un si hɛn wemaxixa enɛ ɔ lɛ bi a,je ne peux porter tous ces livres,0
ye ɖo ganji,ils se portent tous bien,1
xò wɔ̆ ganlìn,faire des portions de pâte,1
e nɔ́ kɛ́ awè,il aime poser,1
é zé zɛ̀n ɖó ta céɖéé,il a simplement posé la jarre sur sa tête,0
kanlinhutɔ ɔ yi ɖo fɛca ɖo zanmɛ,le braconnier allait poser des pièges pendant la nuit,0
mɛ̀ jí wɛ̀ nyɛ ka ɖè tawun,et moi quelle est ma position,0
é ɖ'así cè ă,je n'en possède pas,0
é ɖó glŏ tɔ̀n,il en possède le contre-poison,1
un ɖó ă,je n'en possède pas,0
bɔ vodun tɔn wa,et son vodun prend possession de lui,-1
nya ɖu axɔ bɔ vodun tɔn wa e ɖɔ,e kpe axɔ sebla mɔɖe wu a,
e sìxú nɔ̀ mɔ̆ à,est-ce possible,0
un na tɛ́n kpɔ́n bó ná bló nú wè,je ferai mon possible pour te rendre service,1
nyɛ nɔ w'azɔ́ ɖo posu,moi je travaille à la poste,1
un nɔ w'azɔ ɖo posu,je travaille à la poste,1
vɛ̀ nú amásìn,avale la potion,0
anɔsinlinfinnɔ,lait en poudre,0
linfinnɔ,en poudre,0
é lɛ̀ wù bó sá pɔ́ɔ̀,elle s'est lavée et s'est poudrée,1
e ɖo koklo yetɔn ylɔ wɛ,elle appelle leurs poules,0
nugbo wɛ vi ce bɔ nu koklosi nukɔntɔn ɔ wɛ ɖo azin nukɔntɔn ɔ mɛ wɛ blo koklosi nukɔntɔn ɔ ɖo,c'est vrai mon enfant mais si la première poule a pondu le premier oeuf qui a fait la première poule,0
é zé kokló hɛn nu,il a pris le poulet dans sa gueule,0
nyi kokloo,elever des poulets,1
a hù agbo dó mĭ,tu as tué le bélier pour nous,1
a na dó kú n'í ɖó agɔndé e é ná mí ɔ́ wú,tu le remercieras pour son ananas,1
a na sɔ́ ahan élɔ́ lɛ́ ɖó tè nú hweɖĕvonu,tu réserveras ces boissons pour une prochaine fois,1
a ná sìxú wá kpɔ́n tɛn mɛ nú mí ɖò kplé ɔ́ mɛ́ à,pourras-tu me remplacer pour la réunion,1
tu es assez grand pour cela,a yi kutɔnu bo na yi ba atinkɛn,
a sɔ̀ mɔ̆,le haricot est bon pour faire des boulettes,1
ani a lin ná wà égbé,qu'as-tu projeté pour aujourd'hui,0
ani wɛ jɔ bɔ̀,qu'est-il arrivé pour que,0
bó kɔ́n nɔ́ xa yɛhwe nú mì,mais prie pour moi,1
bo na na nɔ ce,pour le donner à ma mère,1
bo sunnu lɛ sin wulɛkpa ɖo amyɔ mɛ,et les toilettes pour hommes sont à gauche,0
daagbo ɔ ze cici tɔn bo na ɖo xa nu,grand-père prend ses lunettes pour lire,0
đó é te nú mì,dis-lui d'arrêter,0
é ɖɔ̀ xó élɔ́ bó ná d'ayihún ná,il a dit cela pour rire,1
é ɖò alagá tɔ̀n dó nú mí wɛ̀,il se démène pour moi,1
é ɖò jĭ cè,il est pour moi,1
e hɛn gan ɖokpo wa nu agosu,il a apporté une montre pour monsieur agossou,1
é jì han nú mì,il a chanté pour moi,1
e nɔ sin xomɛ dó nŭ ma nyí nùɖé támɛ̀,il se fâche pour rien,-1
é nyɔ́ xomɛ dó wŭ cè,il est bon pour moi,1
é sín énɛ́ wú bɔ̀,c'est pour cela que,0
egbé tɔ́n kpé mɔ̆,cela suffit pour aujourd'hui,0
etɛ wɛ jɛ bɔ mi wa,qu'est-ce qui s'est passé pour que vous soyez venus,0
fitɛ ali ɖe yi glexwe ɔ ɖe,quelle est la route pour ouidah,0
w'azɔ bo ba do mɔ kwɛ,a travaillé pour avoir de l'argent,1
kpɔ́n bó cyán nú mì,choisis pour moi,1
kú lɔ̀jú,salut pour ce que vos yeux ont vu,0
lɛ̆ kɔ̀ kpɔ́n gŭdò,retourne-toi pour voir,0
mɛ̀ támɛ jezu klístu kú dó,pour qui jésus-christ est-il mort,0
nu tɛ wɛ jɛ bɔ,pour quelle raison pour quoi,0
un ɖo tɛ jɛ wɛ bo na do zɛ atin ɖo kɔxo,je descends pour casser du bois dans la cour,0
un ná tɛ̀ ɖɛ̀ xó élɔ́ jí bó ɖɔ̀,j'insisterai sur cette parole pour dire,0
un wá jà azɔ̀ wà gbé,je suis venu pour travailler,1
xwe ɔ ní nyí xwesi nú mĭ bĭ,que l'année soit bonne pour nous tous,1
afrika wɛ nyi nukɔn to do nuwiwa enɛ ɔ mɛ kpodo 41 vile tɔn kpo,l'afrique est en premier dans cette situation avec un pourcentage de 41,0
ani gbé a tɔ́n,pourquoi es-tu venu,0
ani wɛ jɔ bɔ,pourquoi donc,0
ani wú mi ɖò nǔ masɔgbe lin wɛ̀ ɖò ayi mitɔn mɛ̀,pourquoi pensez-vous des choses injustes dans votre cœur,-1
ani wutu a ma ɖa nuɖuɖu ɖevo a,pourquoi ne prépares-tu pas un autre repas,0
bó ná wà étɛ́,pourquoi faire,0
d'ání wú e nɔ ylɔ́ yè ɖɔ̀ krítuxwedótɔ́,pourquoi les appelle-t-on chrétiens,0
din ɔ etɛ wutu yovo dokɔ towe lɛ nɔ nyɔ,alors pourquoi tes gâteaux sont-ils si bons,1
énɛ́ ɔ́ wútú ɔ́ a na húzú alăga gbèjɛ́gbéjɛ́ ɖò ayikúngban jí,c'est pourquoi tu seras vagabond fugitif sur la terre,-1
etɛ́ gbé a tɔ́n,pourquoi es-tu sorti,0
etɛ́ wɛ́ jɛ́ bɔ̀ é má wá ă,pourquoi n'est-il pas venu,0
etɛ́ wú a wă,pourquoi es-tu venu,0
étɛ́ wú wɛ̀ a ɖò hwlɛ́n dó jí sɔ̀ mɔ̌,pourquoi es-tu si pressé,0
etɛ wutu a ɖo xomɛsin ji,pourquoi es-tu en colère,-1
etɛ wutu a ma ɖo zɔnlin ɖi wɛ à,pourquoi ne marches-tu pas,0
etɛ wutu a ma xɔ à,pourquoi n'en as-tu pas acheté,0
etɛ wutu a xɔ wema,pourquoi as-tu acheté des livres,0
etɛ́ wútú má ká wɛ̀,et pourquoi pas,0
etɛ́ wútú wɛ̀ é ká yì,pourquoi est-il parti,0
lĕe gbɔ̀n bɔ̀ é bló mɔ̀ lɔ́ ɖíè,voici pourquoi il a agi de la sorte,0
nɛ̆ gbɔ̀n a wă,pourquoi es-tu venu,0
nɛ gbɔn  yi,pourquoi  est-il parti,0
nɛ̀ wɛ́ ká gbɔ̀n bɔ̀ a wă,pourquoi donc es-tu venu,0
nù é wútú geví tómɛ́ fí é nyí danxomɛ̀,voilà pourquoi ce pays des geve s'appelle dans le ventre de dan,0
tɔ ce xɔ kɛkɛ nu mi a e wa zɔn bɔ nu azɔmɛ yi e kpodo afɔ kpo,mon père ne m'a pas acheté de vélo c'est pourquoi je vais à l'école à pied,0
un ya wu ɖi zɔnlin e wɛ zɔn bo nu ci ko nu mi,j'ai marché trop vite c'est pourquoi je suis fatiguée,0
agɔnkɛ jijayi lɛ gble,les cocos tombés sont pourris,-1
atín ɔ́ jɛ̀ wɔvlì,l'arbre est pourri,-1
atinsinsɛn elɔ gble,ce fruit est pourri,-1
dokwín jɛ̀ vă,la patate douce est pourrie,-1
kpɛn ɔ́ bíbɔ́,la papaye est pourrie,-1
lan ɔ́ bì wɛ́ nyɔ̀,toute la viande est pourrie,-1
e jɛ̀ asɔgba túnnú,il se lança à la poursuite d'assogba,0
e gbɛ́ kpo ɖò túnnú tɔ̀n,il continue à le poursuivre,0
jɛ̀ túnnú tɔ̀n,poursuis-le,0
kpɔ nyà agbanlín xwé dó hwɛkomɛ̀,une panthère a poursuivi une antilope jusqu'à un marécage,0
co bɔ un ka mɔ dɔ atin ɔ nu dagbe ɖe wɛ,pourtant je trouve que le bois est une très jolie matière,1
có mɔ̀ jɛ́n ká wɛ̀,c'est pourtant bien cela,1
e ɖò mɔ̀ có é ká wá,et pourtant il est venu,0
é se fɔngbe sín,et pourtant c'est vrai il sait le fongbé,1
w'azɔ a bo ka yi kwɛ,n'a pas travaillé pourtant il a reçu de l'argent,0
mɔ̀ jɛ́n wɛ̀,c'est pourtant comme ça,0
n'í vɛ́ má wá ó,pourvu qu'il ne vienne pas,0
un vɛ́ kó sìgán ɖɔ̀ măwù xó,pourvu que j'annonce l'évangile,1
atín ɔ́ wú,l'arbre a poussé,1
é gɔ́ gbé,la mauvaise herbe a poussé,-1
e nyá ɛ́ wá,il l'a poussé à venir,0
jɔhɔn ɔ ɖo akpɔkpɔ sisɛ wɛ,le vent pousse le nuage,0
mi sísɛ́ zokɛ́kɛ́ ɔ́ dɛ̆dɛ̆,poussez doucement la moto,0
sɛ yi dɔ̀n kpɛɖé,pousse-toi un peu,1
xɛ́ hɔn ɔ́,pousse un peu la porte,0
fún kɔ́ sín nukún cé jí nú mì,enlève la poussière de mon oeil,1
agɔnkpo ɔ tɔ́n ɖò dò ɔ̀ zwé jí,la poutre du rônier a fait saillie juste à l'angle du mur,-1
a hɛn ɔ a na hwe xojlawema ce nu a ba ɔ,tu peux m'emprunter mon journal si tu veux,1
a hɛn ɔ a na hwlɛn togun towe gan nu a se nukplɔnmɛ ce ɔ,tu peux sauver ton peuple si tu suis mon conseil,1
a ka jlo wɔ́ kpo nùsúnnu kpo fevi kpo ɔ a hɛn ɔ a na yi nawe ɖe ɔ gɔ́n,mais si tu veux de la pâte et de la sauce avec du gombo tu peux aller chez l'autre dame,0
a lin ɖɔ e si gɔn nu sun ɖokpo à,tu penses qu'il pourrait être absent un mois,0
a sixu do pipan alo tasii,tu peux prendre le train ou un taxi,0
a sɔ̀ mɔ̆,tu le peux,1
ani é ká ná wá nú mì,qu'est-ce que cela peut me faire,0
aximɛ yiyi ce ná gló mì,je ne pourrai aller au marché,-1
e sɔxú nyí,il se peut,0
